#YY,MM,DD,hh,mm,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,PTDY,TIDE
#yr,mo,dy,hr,mn,degT,m/s,m/s,m,sec,sec,degT,hPa,degC,degC,degC,nmi,hPa,ft
2022,2,27,19,56,MM,MM,MM,2.2,14,11.5,314,MM,MM,25.1,MM,MM,MM,MM
2022,2,27,19,26,MM,MM,MM,2.4,15,11.4,301,MM,MM,25,MM,MM,MM,MM
2022,2,27,18,56,MM,MM,MM,2.5,15,11.5,308,MM,MM,25,MM,MM,MM,MM
2022,2,27,18,26,MM,MM,MM,2.3,17,11.2,310,MM,MM,25,MM,MM,MM,MM
2022,2,27,17,56,MM,MM,MM,2.4,14,11.7,310,MM,MM,25,MM,MM,MM,MM
2022,2,27,17,26,MM,MM,MM,2.5,15,11.7,312,MM,MM,24.9,MM,MM,MM,MM
2022,2,27,16,56,MM,MM,MM,2.4,15,11.8,303,MM,MM,25,MM,MM,MM,MM
2022,2,27,16,26,MM,MM,MM,2.5,15,11.9,308,MM,MM,25,MM,MM,MM,MM
2022,2,27,15,56,MM,MM,MM,2.8,15,12.3,310,MM,MM,24.9,MM,MM,MM,MM
2022,2,27,15,26,MM,MM,MM,2.7,15,12.2,312,MM,MM,24.9,MM,MM,MM,MM
2022,2,27,14,56,MM,MM,MM,2.6,15,12.5,304,MM,MM,24.9,MM,MM,MM,MM
2022,2,27,14,26,MM,MM,MM,2.6,15,11.9,308,MM,MM,24.9,MM,MM,MM,MM
2022,2,27,13,56,MM,MM,MM,2.8,15,12.3,308,MM,MM,25,MM,MM,MM,MM
2022,2,27,13,26,MM,MM,MM,2.7,14,11.9,304,MM,MM,25,MM,MM,MM,MM
2022,2,27,12,56,MM,MM,MM,2.6,15,12,305,MM,MM,25,MM,MM,MM,MM
2022,2,27,12,26,MM,MM,MM,2.6,15,12.1,303,MM,MM,25,MM,MM,MM,MM
2022,2,27,11,56,MM,MM,MM,2.3,15,11.7,308,MM,MM,25,MM,MM,MM,MM
2022,2,27,11,26,MM,MM,MM,2.6,15,12.1,314,MM,MM,25,MM,MM,MM,MM
2022,2,27,10,56,MM,MM,MM,2.1,15,11.6,312,MM,MM,25,MM,MM,MM,MM
2022,2,27,10,26,MM,MM,MM,2.5,15,12.1,311,MM,MM,25,MM,MM,MM,MM
2022,2,27,9,56,MM,MM,MM,2.9,15,12.6,312,MM,MM,25,MM,MM,MM,MM
2022,2,27,9,26,MM,MM,MM,2.7,15,12.6,315,MM,MM,25,MM,MM,MM,MM
2022,2,27,8,56,MM,MM,MM,2.8,15,12.9,310,MM,MM,25,MM,MM,MM,MM
2022,2,27,8,26,MM,MM,MM,2.5,15,11.9,314,MM,MM,25,MM,MM,MM,MM
2022,2,27,7,56,MM,MM,MM,2.8,15,12.6,310,MM,MM,25,MM,MM,MM,MM
2022,2,27,7,26,MM,MM,MM,2.3,15,11.8,312,MM,MM,25,MM,MM,MM,MM
2022,2,27,6,56,MM,MM,MM,2.5,15,12.2,317,MM,MM,25,MM,MM,MM,MM
2022,2,27,6,26,MM,MM,MM,2.3,17,11.7,314,MM,MM,25,MM,MM,MM,MM
2022,2,27,5,56,MM,MM,MM,2.8,17,12.2,318,MM,MM,25,MM,MM,MM,MM
2022,2,27,5,26,MM,MM,MM,2.7,15,11.9,314,MM,MM,25,MM,MM,MM,MM
2022,2,27,4,56,MM,MM,MM,2.5,17,11.8,318,MM,MM,24.9,MM,MM,MM,MM
2022,2,27,4,26,MM,MM,MM,2.4,17,11.5,311,MM,MM,24.9,MM,MM,MM,MM
2022,2,27,3,56,MM,MM,MM,2.4,17,11.4,317,MM,MM,24.9,MM,MM,MM,MM
2022,2,27,3,26,MM,MM,MM,2.6,17,11.4,321,MM,MM,24.9,MM,MM,MM,MM
2022,2,27,2,56,MM,MM,MM,2.2,17,10.4,310,MM,MM,24.9,MM,MM,MM,MM
2022,2,27,2,26,MM,MM,MM,2.3,15,11.2,321,MM,MM,25,MM,MM,MM,MM
2022,2,27,1,56,MM,MM,MM,2.4,15,11.2,307,MM,MM,25,MM,MM,MM,MM
2022,2,27,1,26,MM,MM,MM,2.6,17,11.4,307,MM,MM,25,MM,MM,MM,MM
2022,2,27,0,56,MM,MM,MM,2.6,17,11.8,312,MM,MM,25,MM,MM,MM,MM
2022,2,27,0,26,MM,MM,MM,2.4,17,11.3,307,MM,MM,24.9,MM,MM,MM,MM
2022,2,26,23,56,MM,MM,MM,2.5,17,11.2,310,MM,MM,24.9,MM,MM,MM,MM
2022,2,26,23,26,MM,MM,MM,2.8,17,12.3,310,MM,MM,24.9,MM,MM,MM,MM
2022,2,26,22,56,MM,MM,MM,2.6,17,11.3,310,MM,MM,24.9,MM,MM,MM,MM
2022,2,26,22,26,MM,MM,MM,2.4,17,11.1,300,MM,MM,24.9,MM,MM,MM,MM
2022,2,26,21,56,MM,MM,MM,2.5,17,11,303,MM,MM,24.9,MM,MM,MM,MM
2022,2,26,21,26,MM,MM,MM,2.7,17,11.7,301,MM,MM,24.9,MM,MM,MM,MM
2022,2,26,20,56,MM,MM,MM,2.5,14,11.3,301,MM,MM,24.9,MM,MM,MM,MM
2022,2,26,20,26,MM,MM,MM,2.5,15,11.3,303,MM,MM,24.9,MM,MM,MM,MM
2022,2,26,19,56,MM,MM,MM,2.6,18,11.6,304,MM,MM,24.9,MM,MM,MM,MM
2022,2,26,19,26,MM,MM,MM,2.7,15,12.2,300,MM,MM,24.9,MM,MM,MM,MM
2022,2,26,18,56,MM,MM,MM,2.3,18,11.9,307,MM,MM,24.8,MM,MM,MM,MM
2022,2,26,18,26,MM,MM,MM,2.6,17,13.1,307,MM,MM,24.8,MM,MM,MM,MM
2022,2,26,17,56,MM,MM,MM,2.6,17,13.1,308,MM,MM,24.8,MM,MM,MM,MM
2022,2,26,17,26,MM,MM,MM,2.5,17,13.1,303,MM,MM,24.9,MM,MM,MM,MM
2022,2,26,16,56,MM,MM,MM,2.9,17,13.2,303,MM,MM,24.9,MM,MM,MM,MM
2022,2,26,16,26,MM,MM,MM,2.6,17,12.5,298,MM,MM,24.9,MM,MM,MM,MM
2022,2,26,15,56,MM,MM,MM,2.6,18,12.7,305,MM,MM,24.9,MM,MM,MM,MM
2022,2,26,15,26,MM,MM,MM,2.4,17,11.7,290,MM,MM,24.9,MM,MM,MM,MM
2022,2,26,14,56,MM,MM,MM,2.9,14,12.4,308,MM,MM,24.9,MM,MM,MM,MM
2022,2,26,14,26,MM,MM,MM,2.7,17,12.2,300,MM,MM,24.9,MM,MM,MM,MM
2022,2,26,13,56,MM,MM,MM,2.8,17,12.6,297,MM,MM,24.9,MM,MM,MM,MM
2022,2,26,13,26,MM,MM,MM,3,17,13.4,301,MM,MM,24.9,MM,MM,MM,MM
2022,2,26,12,56,MM,MM,MM,2.5,15,12.8,303,MM,MM,24.9,MM,MM,MM,MM
2022,2,26,12,26,MM,MM,MM,2.9,17,12.6,307,MM,MM,24.8,MM,MM,MM,MM
2022,2,26,11,56,MM,MM,MM,2.6,15,11.9,310,MM,MM,24.8,MM,MM,MM,MM
2022,2,26,11,26,MM,MM,MM,2.6,17,11.9,314,MM,MM,24.8,MM,MM,MM,MM
2022,2,26,10,56,MM,MM,MM,3.1,17,12.8,305,MM,MM,24.8,MM,MM,MM,MM
2022,2,26,10,26,MM,MM,MM,2.6,17,11.7,307,MM,MM,24.8,MM,MM,MM,MM
2022,2,26,9,56,MM,MM,MM,2.5,18,12.2,311,MM,MM,24.8,MM,MM,MM,MM
2022,2,26,9,26,MM,MM,MM,2.7,18,12.2,308,MM,MM,24.8,MM,MM,MM,MM
2022,2,26,8,56,MM,MM,MM,2.6,17,12,310,MM,MM,24.8,MM,MM,MM,MM
2022,2,26,8,26,MM,MM,MM,2.5,18,12.2,307,MM,MM,24.8,MM,MM,MM,MM
2022,2,26,7,56,MM,MM,MM,2.3,18,11.5,308,MM,MM,24.8,MM,MM,MM,MM
2022,2,26,7,26,MM,MM,MM,2.7,18,12.3,307,MM,MM,24.8,MM,MM,MM,MM
2022,2,26,6,56,MM,MM,MM,2.6,17,12.5,305,MM,MM,24.9,MM,MM,MM,MM
2022,2,26,6,26,MM,MM,MM,2.6,18,12.1,308,MM,MM,24.9,MM,MM,MM,MM
2022,2,26,5,56,MM,MM,MM,2.9,18,13.2,310,MM,MM,24.9,MM,MM,MM,MM
2022,2,26,5,26,MM,MM,MM,2.8,18,13.1,307,MM,MM,24.9,MM,MM,MM,MM
2022,2,26,4,56,MM,MM,MM,2.5,18,12.4,301,MM,MM,24.9,MM,MM,MM,MM
2022,2,26,4,26,MM,MM,MM,2.3,18,11.7,307,MM,MM,24.9,MM,MM,MM,MM
2022,2,26,3,56,MM,MM,MM,2.5,18,12.1,312,MM,MM,24.9,MM,MM,MM,MM
2022,2,26,3,26,MM,MM,MM,2.6,17,11.9,314,MM,MM,24.9,MM,MM,MM,MM
2022,2,26,2,56,MM,MM,MM,2.6,18,12.2,308,MM,MM,24.9,MM,MM,MM,MM
2022,2,26,2,26,MM,MM,MM,3,18,13.1,314,MM,MM,24.9,MM,MM,MM,MM
2022,2,26,1,56,MM,MM,MM,2.7,18,12.3,311,MM,MM,24.9,MM,MM,MM,MM
2022,2,26,1,26,MM,MM,MM,2.8,18,12.7,310,MM,MM,24.9,MM,MM,MM,MM
2022,2,26,0,56,MM,MM,MM,2.7,18,12.6,310,MM,MM,24.9,MM,MM,MM,MM
2022,2,26,0,26,MM,MM,MM,2.6,18,12,305,MM,MM,24.9,MM,MM,MM,MM
2022,2,25,23,56,MM,MM,MM,2.6,18,12.2,307,MM,MM,24.9,MM,MM,MM,MM
2022,2,25,22,56,MM,MM,MM,3,18,13.3,303,MM,MM,24.8,MM,MM,MM,MM
2022,2,25,22,26,MM,MM,MM,2.6,17,11.6,303,MM,MM,24.8,MM,MM,MM,MM
2022,2,25,21,56,MM,MM,MM,3.2,18,13.6,303,MM,MM,24.8,MM,MM,MM,MM
2022,2,25,21,26,MM,MM,MM,3,18,13.6,310,MM,MM,24.9,MM,MM,MM,MM
2022,2,25,20,56,MM,MM,MM,2.9,18,13.7,304,MM,MM,24.8,MM,MM,MM,MM
2022,2,25,20,26,MM,MM,MM,2.8,18,13.1,301,MM,MM,24.8,MM,MM,MM,MM
2022,2,25,19,56,MM,MM,MM,3.3,18,14.7,305,MM,MM,24.8,MM,MM,MM,MM
2022,2,25,19,26,MM,MM,MM,2.4,20,12.6,311,MM,MM,24.8,MM,MM,MM,MM
2022,2,25,18,56,MM,MM,MM,2.5,18,12.8,310,MM,MM,24.8,MM,MM,MM,MM
2022,2,25,18,26,MM,MM,MM,2.6,20,13.6,310,MM,MM,24.8,MM,MM,MM,MM
2022,2,25,17,56,MM,MM,MM,2.6,20,13.5,315,MM,MM,24.8,MM,MM,MM,MM
2022,2,25,17,26,MM,MM,MM,2.6,20,13.9,310,MM,MM,24.8,MM,MM,MM,MM
2022,2,25,16,56,MM,MM,MM,2.9,18,14.4,311,MM,MM,24.8,MM,MM,MM,MM
2022,2,25,16,26,MM,MM,MM,3.2,20,15.4,310,MM,MM,24.9,MM,MM,MM,MM
2022,2,25,15,56,MM,MM,MM,3.1,20,15.1,308,MM,MM,24.9,MM,MM,MM,MM
2022,2,25,15,26,MM,MM,MM,2.9,20,14.6,312,MM,MM,24.9,MM,MM,MM,MM
2022,2,25,14,56,MM,MM,MM,3.2,18,15.3,312,MM,MM,24.9,MM,MM,MM,MM
2022,2,25,14,26,MM,MM,MM,2.9,20,14.7,308,MM,MM,24.9,MM,MM,MM,MM
2022,2,25,13,56,MM,MM,MM,3.2,18,15.3,314,MM,MM,24.9,MM,MM,MM,MM
2022,2,25,13,26,MM,MM,MM,3.5,18,15.6,312,MM,MM,24.9,MM,MM,MM,MM
2022,2,25,12,56,MM,MM,MM,3.1,18,15.2,308,MM,MM,24.8,MM,MM,MM,MM
2022,2,25,12,26,MM,MM,MM,3,20,15.2,305,MM,MM,24.8,MM,MM,MM,MM
2022,2,25,11,56,MM,MM,MM,2.8,20,14.8,308,MM,MM,24.8,MM,MM,MM,MM
2022,2,25,11,26,MM,MM,MM,2.9,20,14.9,310,MM,MM,24.9,MM,MM,MM,MM
2022,2,25,10,56,MM,MM,MM,2.4,20,13.4,310,MM,MM,24.9,MM,MM,MM,MM
2022,2,25,10,26,MM,MM,MM,2.9,20,14.7,305,MM,MM,24.9,MM,MM,MM,MM
2022,2,25,9,56,MM,MM,MM,3,20,15,308,MM,MM,24.9,MM,MM,MM,MM
2022,2,25,9,26,MM,MM,MM,2.5,20,12.8,305,MM,MM,24.8,MM,MM,MM,MM
2022,2,25,8,56,MM,MM,MM,2.4,20,13.1,307,MM,MM,24.9,MM,MM,MM,MM
2022,2,25,8,26,MM,MM,MM,2,20,11.7,298,MM,MM,24.9,MM,MM,MM,MM
2022,2,25,7,56,MM,MM,MM,2.5,20,13.7,304,MM,MM,24.9,MM,MM,MM,MM
2022,2,25,7,26,MM,MM,MM,1.9,20,11.4,301,MM,MM,24.9,MM,MM,MM,MM
2022,2,25,6,56,MM,MM,MM,2.5,20,13.3,300,MM,MM,24.9,MM,MM,MM,MM
2022,2,25,6,26,MM,MM,MM,1.8,20,9.8,308,MM,MM,24.9,MM,MM,MM,MM
2022,2,25,5,56,MM,MM,MM,1.7,20,10.2,303,MM,MM,24.9,MM,MM,MM,MM
2022,2,25,5,26,MM,MM,MM,1.7,20,9.6,305,MM,MM,24.9,MM,MM,MM,MM
2022,2,25,4,56,MM,MM,MM,1.7,20,9.7,301,MM,MM,24.9,MM,MM,MM,MM
2022,2,25,4,26,MM,MM,MM,1.5,20,8,298,MM,MM,24.9,MM,MM,MM,MM
2022,2,25,3,56,MM,MM,MM,1.9,20,9.5,312,MM,MM,24.9,MM,MM,MM,MM
2022,2,25,3,26,MM,MM,MM,1.5,20,7.6,307,MM,MM,24.9,MM,MM,MM,MM
2022,2,25,2,56,MM,MM,MM,1.7,20,9,314,MM,MM,24.9,MM,MM,MM,MM
2022,2,25,2,26,MM,MM,MM,1.6,20,8.6,304,MM,MM,24.9,MM,MM,MM,MM
2022,2,25,1,56,MM,MM,MM,1.6,20,8.4,311,MM,MM,24.9,MM,MM,MM,MM
2022,2,25,1,26,MM,MM,MM,1.5,22,7.8,308,MM,MM,24.9,MM,MM,MM,MM
2022,2,25,0,56,MM,MM,MM,1.4,20,6.8,304,MM,MM,24.9,MM,MM,MM,MM
2022,2,25,0,26,MM,MM,MM,1.3,22,6.5,304,MM,MM,24.9,MM,MM,MM,MM
2022,2,24,23,56,MM,MM,MM,1.3,22,6.7,326,MM,MM,24.9,MM,MM,MM,MM
2022,2,24,23,26,MM,MM,MM,1.3,22,6.4,307,MM,MM,24.9,MM,MM,MM,MM
2022,2,24,22,56,MM,MM,MM,1.5,22,7.2,301,MM,MM,24.9,MM,MM,MM,MM
2022,2,24,22,26,MM,MM,MM,1.4,22,6.9,303,MM,MM,24.9,MM,MM,MM,MM
2022,2,24,21,56,MM,MM,MM,1.3,22,6.7,297,MM,MM,24.9,MM,MM,MM,MM
2022,2,24,21,26,MM,MM,MM,1.3,11,6.3,326,MM,MM,24.9,MM,MM,MM,MM
2022,2,24,20,56,MM,MM,MM,1.4,12,7.1,321,MM,MM,24.9,MM,MM,MM,MM
2022,2,24,20,26,MM,MM,MM,1.3,11,6.9,346,MM,MM,24.9,MM,MM,MM,MM
2022,2,24,19,56,MM,MM,MM,1.3,12,6.9,318,MM,MM,24.8,MM,MM,MM,MM
2022,2,24,19,26,MM,MM,MM,1.4,12,7.5,322,MM,MM,24.8,MM,MM,MM,MM
2022,2,24,18,56,MM,MM,MM,1.3,13,7.3,315,MM,MM,24.8,MM,MM,MM,MM
2022,2,24,18,26,MM,MM,MM,1.4,13,7.5,325,MM,MM,24.8,MM,MM,MM,MM
2022,2,24,17,56,MM,MM,MM,1.4,10,7.7,335,MM,MM,24.8,MM,MM,MM,MM
2022,2,24,17,26,MM,MM,MM,1.4,12,7.8,328,MM,MM,24.8,MM,MM,MM,MM
2022,2,24,16,56,MM,MM,MM,1.4,12,7.6,324,MM,MM,24.8,MM,MM,MM,MM
2022,2,24,16,26,MM,MM,MM,1.5,11,7.7,332,MM,MM,24.8,MM,MM,MM,MM
2022,2,24,15,56,MM,MM,MM,1.6,13,7.5,333,MM,MM,24.8,MM,MM,MM,MM
2022,2,24,15,26,MM,MM,MM,1.5,12,7.2,321,MM,MM,24.8,MM,MM,MM,MM
2022,2,24,14,56,MM,MM,MM,1.5,11,7,326,MM,MM,24.8,MM,MM,MM,MM
2022,2,24,14,26,MM,MM,MM,1.7,13,7.4,322,MM,MM,24.8,MM,MM,MM,MM
2022,2,24,13,56,MM,MM,MM,1.5,12,7.1,333,MM,MM,24.8,MM,MM,MM,MM
2022,2,24,13,26,MM,MM,MM,1.5,11,7.1,335,MM,MM,24.9,MM,MM,MM,MM
2022,2,24,12,56,MM,MM,MM,1.5,11,6.9,332,MM,MM,24.9,MM,MM,MM,MM
2022,2,24,12,26,MM,MM,MM,1.5,13,7.1,333,MM,MM,24.9,MM,MM,MM,MM
2022,2,24,11,56,MM,MM,MM,1.5,13,7.2,325,MM,MM,24.9,MM,MM,MM,MM
2022,2,24,11,26,MM,MM,MM,1.6,12,7.5,328,MM,MM,24.9,MM,MM,MM,MM
2022,2,24,10,56,MM,MM,MM,1.6,13,7.8,322,MM,MM,24.9,MM,MM,MM,MM
2022,2,24,10,26,MM,MM,MM,1.6,13,8,321,MM,MM,24.9,MM,MM,MM,MM
2022,2,24,9,56,MM,MM,MM,1.5,11,7.3,332,MM,MM,24.9,MM,MM,MM,MM
2022,2,24,9,26,MM,MM,MM,1.6,12,7.5,325,MM,MM,24.9,MM,MM,MM,MM
2022,2,24,8,56,MM,MM,MM,1.7,12,7.5,331,MM,MM,24.9,MM,MM,MM,MM
2022,2,24,8,26,MM,MM,MM,1.6,13,7.3,315,MM,MM,24.9,MM,MM,MM,MM
2022,2,24,7,56,MM,MM,MM,1.7,11,7.4,335,MM,MM,24.9,MM,MM,MM,MM
2022,2,24,7,26,MM,MM,MM,1.8,13,7.7,322,MM,MM,24.9,MM,MM,MM,MM
2022,2,24,6,56,MM,MM,MM,1.6,13,7.2,322,MM,MM,24.9,MM,MM,MM,MM
2022,2,24,6,26,MM,MM,MM,1.8,11,7.7,331,MM,MM,24.9,MM,MM,MM,MM
2022,2,24,5,56,MM,MM,MM,1.7,13,7.2,319,MM,MM,24.9,MM,MM,MM,MM
2022,2,24,5,26,MM,MM,MM,1.6,13,7.2,325,MM,MM,24.9,MM,MM,MM,MM
2022,2,24,4,56,MM,MM,MM,1.8,12,8.1,333,MM,MM,24.9,MM,MM,MM,MM
2022,2,24,4,26,MM,MM,MM,1.8,12,7.8,335,MM,MM,24.9,MM,MM,MM,MM
2022,2,24,3,56,MM,MM,MM,1.7,13,7.9,325,MM,MM,24.9,MM,MM,MM,MM
2022,2,24,3,26,MM,MM,MM,1.7,13,7.5,331,MM,MM,24.9,MM,MM,MM,MM
2022,2,24,2,56,MM,MM,MM,1.7,12,7.4,345,MM,MM,24.9,MM,MM,MM,MM
2022,2,24,2,26,MM,MM,MM,1.6,13,7.2,335,MM,MM,25,MM,MM,MM,MM
2022,2,24,1,56,MM,MM,MM,1.6,13,7.3,328,MM,MM,24.9,MM,MM,MM,MM
2022,2,24,1,26,MM,MM,MM,1.8,13,7.4,331,MM,MM,25,MM,MM,MM,MM
2022,2,24,0,56,MM,MM,MM,1.5,13,7.2,319,MM,MM,25,MM,MM,MM,MM
2022,2,24,0,26,MM,MM,MM,1.6,13,7.5,332,MM,MM,25,MM,MM,MM,MM
2022,2,23,23,56,MM,MM,MM,1.5,11,7.4,329,MM,MM,25,MM,MM,MM,MM
2022,2,23,23,26,MM,MM,MM,1.7,13,7.5,335,MM,MM,25,MM,MM,MM,MM
2022,2,23,22,56,MM,MM,MM,1.6,12,7.4,332,MM,MM,25,MM,MM,MM,MM
2022,2,23,22,26,MM,MM,MM,1.7,13,7.5,325,MM,MM,24.9,MM,MM,MM,MM
2022,2,23,21,56,MM,MM,MM,1.7,13,7.6,319,MM,MM,24.9,MM,MM,MM,MM
2022,2,23,21,26,MM,MM,MM,1.7,12,7.4,319,MM,MM,24.9,MM,MM,MM,MM
2022,2,23,20,56,MM,MM,MM,1.8,13,7.5,314,MM,MM,24.9,MM,MM,MM,MM
2022,2,23,20,26,MM,MM,MM,1.7,11,7.3,335,MM,MM,24.9,MM,MM,MM,MM
2022,2,23,19,56,MM,MM,MM,1.5,13,7.3,314,MM,MM,24.9,MM,MM,MM,MM
2022,2,23,19,26,MM,MM,MM,1.6,13,7.8,321,MM,MM,24.9,MM,MM,MM,MM
2022,2,23,18,56,MM,MM,MM,1.6,13,8,326,MM,MM,24.9,MM,MM,MM,MM
2022,2,23,18,26,MM,MM,MM,1.6,11,7.6,324,MM,MM,24.9,MM,MM,MM,MM
2022,2,23,17,56,MM,MM,MM,1.7,11,7.5,317,MM,MM,24.9,MM,MM,MM,MM
2022,2,23,17,26,MM,MM,MM,1.6,11,7.3,332,MM,MM,24.9,MM,MM,MM,MM
2022,2,23,16,56,MM,MM,MM,1.7,13,7.7,314,MM,MM,24.9,MM,MM,MM,MM
2022,2,23,16,26,MM,MM,MM,1.6,11,7.8,318,MM,MM,24.9,MM,MM,MM,MM
2022,2,23,15,56,MM,MM,MM,1.6,11,8.1,326,MM,MM,24.9,MM,MM,MM,MM
2022,2,23,15,26,MM,MM,MM,1.6,13,7.9,322,MM,MM,24.9,MM,MM,MM,MM
2022,2,23,14,56,MM,MM,MM,1.5,11,7.8,322,MM,MM,24.9,MM,MM,MM,MM
2022,2,23,14,26,MM,MM,MM,1.6,13,8,322,MM,MM,24.9,MM,MM,MM,MM
2022,2,23,13,56,MM,MM,MM,1.5,13,7.8,322,MM,MM,24.9,MM,MM,MM,MM
2022,2,23,13,26,MM,MM,MM,1.5,13,7.6,319,MM,MM,24.9,MM,MM,MM,MM
2022,2,23,12,56,MM,MM,MM,1.5,12,7.5,318,MM,MM,24.9,MM,MM,MM,MM
2022,2,23,12,26,MM,MM,MM,1.5,13,7.7,325,MM,MM,24.9,MM,MM,MM,MM
2022,2,23,11,56,MM,MM,MM,1.5,13,7.8,328,MM,MM,24.9,MM,MM,MM,MM
2022,2,23,11,26,MM,MM,MM,1.5,13,7.5,314,MM,MM,24.9,MM,MM,MM,MM
2022,2,23,10,56,MM,MM,MM,1.4,13,7.3,317,MM,MM,25,MM,MM,MM,MM
2022,2,23,10,26,MM,MM,MM,1.4,13,6.9,317,MM,MM,24.9,MM,MM,MM,MM
2022,2,23,9,56,MM,MM,MM,1.4,13,6.9,322,MM,MM,25,MM,MM,MM,MM
2022,2,23,9,26,MM,MM,MM,1.5,12,6.8,307,MM,MM,24.9,MM,MM,MM,MM
2022,2,23,8,56,MM,MM,MM,1.5,12,6.7,311,MM,MM,24.9,MM,MM,MM,MM
2022,2,23,8,26,MM,MM,MM,1.4,13,6.3,311,MM,MM,24.9,MM,MM,MM,MM
2022,2,23,7,56,MM,MM,MM,1.4,13,7.1,311,MM,MM,25,MM,MM,MM,MM
2022,2,23,7,26,MM,MM,MM,1.4,13,7,314,MM,MM,24.9,MM,MM,MM,MM
2022,2,23,6,56,MM,MM,MM,1.4,13,7,305,MM,MM,25,MM,MM,MM,MM
2022,2,23,6,26,MM,MM,MM,1.5,13,6.8,301,MM,MM,25,MM,MM,MM,MM
2022,2,23,5,56,MM,MM,MM,1.4,13,7.3,314,MM,MM,25,MM,MM,MM,MM
2022,2,23,5,26,MM,MM,MM,1.4,13,7.2,310,MM,MM,25,MM,MM,MM,MM
2022,2,23,4,56,MM,MM,MM,1.4,14,6.5,312,MM,MM,25,MM,MM,MM,MM
2022,2,23,4,26,MM,MM,MM,1.4,13,6.3,315,MM,MM,25,MM,MM,MM,MM
2022,2,23,3,56,MM,MM,MM,1.4,14,6.8,311,MM,MM,25.1,MM,MM,MM,MM
2022,2,23,3,26,MM,MM,MM,1.4,13,7.3,310,MM,MM,25.1,MM,MM,MM,MM
2022,2,23,2,56,MM,MM,MM,1.3,14,6.9,305,MM,MM,25.1,MM,MM,MM,MM
2022,2,23,2,26,MM,MM,MM,1.3,13,6.8,312,MM,MM,25.1,MM,MM,MM,MM
2022,2,23,1,56,MM,MM,MM,1.4,13,6.7,310,MM,MM,25.1,MM,MM,MM,MM
2022,2,23,1,26,MM,MM,MM,1.3,13,6.7,312,MM,MM,25.1,MM,MM,MM,MM
2022,2,23,0,56,MM,MM,MM,1.4,14,7.1,315,MM,MM,25.1,MM,MM,MM,MM
2022,2,23,0,26,MM,MM,MM,1.4,14,7.3,319,MM,MM,25.1,MM,MM,MM,MM
2022,2,22,23,56,MM,MM,MM,1.3,13,7,314,MM,MM,25.1,MM,MM,MM,MM
2022,2,22,23,26,MM,MM,MM,1.3,14,7.2,318,MM,MM,25,MM,MM,MM,MM
2022,2,22,22,56,MM,MM,MM,1.3,14,6.7,317,MM,MM,25,MM,MM,MM,MM
2022,2,22,22,26,MM,MM,MM,1.4,14,7,315,MM,MM,25,MM,MM,MM,MM
2022,2,22,21,56,MM,MM,MM,1.3,14,6.4,312,MM,MM,25,MM,MM,MM,MM
2022,2,22,20,26,MM,MM,MM,1.4,15,6.3,318,MM,MM,24.9,MM,MM,MM,MM
2022,2,22,19,56,MM,MM,MM,1.5,14,6.9,307,MM,MM,24.9,MM,MM,MM,MM
2022,2,22,19,26,MM,MM,MM,1.5,14,7.2,314,MM,MM,24.9,MM,MM,MM,MM
2022,2,22,18,56,MM,MM,MM,1.3,15,6.7,310,MM,MM,24.9,MM,MM,MM,MM
2022,2,22,18,26,MM,MM,MM,1.4,15,6.7,295,MM,MM,24.9,MM,MM,MM,MM
2022,2,22,17,56,MM,MM,MM,1.5,14,7.2,310,MM,MM,24.8,MM,MM,MM,MM
2022,2,22,17,26,MM,MM,MM,1.3,15,6.4,303,MM,MM,24.9,MM,MM,MM,MM
2022,2,22,16,56,MM,MM,MM,1.4,14,6.7,308,MM,MM,24.9,MM,MM,MM,MM
2022,2,22,16,26,MM,MM,MM,1.4,14,6.6,304,MM,MM,24.9,MM,MM,MM,MM
2022,2,22,15,56,MM,MM,MM,1.5,15,6.8,301,MM,MM,24.9,MM,MM,MM,MM
2022,2,22,15,26,MM,MM,MM,1.4,15,6.5,321,MM,MM,24.9,MM,MM,MM,MM
2022,2,22,14,56,MM,MM,MM,1.3,15,6,308,MM,MM,24.9,MM,MM,MM,MM
2022,2,22,14,26,MM,MM,MM,1.4,15,6.1,305,MM,MM,24.9,MM,MM,MM,MM
2022,2,22,13,56,MM,MM,MM,1.4,15,6.1,305,MM,MM,24.9,MM,MM,MM,MM
2022,2,22,13,26,MM,MM,MM,1.3,17,5.9,318,MM,MM,24.9,MM,MM,MM,MM
2022,2,22,12,56,MM,MM,MM,1.5,15,6.3,307,MM,MM,24.9,MM,MM,MM,MM
2022,2,22,12,26,MM,MM,MM,1.5,15,5.9,307,MM,MM,24.9,MM,MM,MM,MM
2022,2,22,11,56,MM,MM,MM,1.5,15,5.8,307,MM,MM,24.9,MM,MM,MM,MM
2022,2,22,11,26,MM,MM,MM,1.5,17,6,305,MM,MM,24.9,MM,MM,MM,MM
2022,2,22,10,56,MM,MM,MM,1.5,17,5.8,315,MM,MM,24.9,MM,MM,MM,MM
2022,2,22,10,26,MM,MM,MM,1.5,17,6,310,MM,MM,24.9,MM,MM,MM,MM
2022,2,22,9,56,MM,MM,MM,1.6,8,5.9,357,MM,MM,24.9,MM,MM,MM,MM
2022,2,22,9,26,MM,MM,MM,1.5,8,5.7,2,MM,MM,24.9,MM,MM,MM,MM
